name,lon,lat,address,pname,cityname,adname,type
乐至石湍支行,105.0338627,30.13713053,四川省乐至县石湍镇河西街22号-30号(双号段),四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至童家支行,104.9154764,30.27449033,四川省乐至县童家镇河边街21-41号(单号段),四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至良安支行,104.9312022,30.49533372,四川省乐至县良安镇长青街31号-37号（单号段）,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
九寨沟南坪支行,104.2334446,33.25543107,四川省九寨沟县南坪镇滨江路31号附1号,四川省,阿坝藏族羌族自治州,九寨沟县,金融保险服务;银行;中国农业银行
九寨沟县支行营业室,104.2417569,33.23973734,阿坝州九寨沟县永乐镇文荟路149号,四川省,阿坝藏族羌族自治州,九寨沟县,金融保险服务;银行;中国农业银行
九寨沟新城区支行,104.2405315,33.24444467,九寨沟县永乐镇文荟路1号1栋1单元1-3号,四川省,阿坝藏族羌族自治州,九寨沟县,金融保险服务;银行;中国农业银行
九寨沟景区支行,103.9010356,33.26676621,九寨沟县漳扎镇彭丰村1组2号,四川省,阿坝藏族羌族自治州,九寨沟县,金融保险服务;银行;中国农业银行
九龙上团支行,101.1843481,29.11218322,四川省甘孜藏族自治州九龙县上团乡,四川省,甘孜藏族自治州,九龙县,金融保险服务;银行;中国农业银行
九龙小金支行,101.842148,28.71405101,四川省甘孜藏族自治州九龙县小金彝族乡,四川省,甘孜藏族自治州,九龙县,金融保险服务;银行;中国农业银行
乡城定波支行,99.54768974,29.27161779,四川省甘孜藏族自治州乡城县定波乡万绒村1组34号,四川省,甘孜藏族自治州,乡城县,金融保险服务;银行;中国农业银行
乡城沙贡支行,99.90555317,29.12058172,四川省甘孜藏族自治州乡城县沙贡乡,四川省,甘孜藏族自治州,乡城县,金融保险服务;银行;中国农业银行
乡城然乌支行,99.85935411,28.72744773,四川省甘孜藏族自治州乡城县然乌乡,四川省,甘孜藏族自治州,乡城县,金融保险服务;银行;中国农业银行
乡城白依支行,99.580615,28.90762946,四川省甘孜藏族自治州乡城县白依乡青打村1组5号,四川省,甘孜藏族自治州,乡城县,金融保险服务;银行;中国农业银行
会东县支行营业室,102.5687873,26.62402341,四川省会东县金叶街77号,四川省,凉山彝族自治州,会东县,金融保险服务;银行;中国农业银行
会东参鱼支行,102.5893287,26.61638449,四川省会东县金江街道金江路二段3号、5号、7号、9号,四川省,凉山彝族自治州,会东县,金融保险服务;银行;中国农业银行
会东大桥支行,102.8139307,26.66485909,四川省会东县铅锌镇大桥街284号,四川省,凉山彝族自治州,会东县,金融保险服务;银行;中国农业银行
会东鱼城支行,102.5732467,26.62811825,四川省会东县三鑫路北段17-135号5幢1层02、03号,四川省,凉山彝族自治州,会东县,金融保险服务;银行;中国农业银行
会理市支行营业室,102.2390764,26.64825651,四川省会理市南街98号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理滨河支行,102.243362,26.65787972,四川省凉山彝族自治州会理市古城街道东升路1号、3号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理甸沙关支行,102.2466759,27.09559217,四川省会理市云甸镇甸沙关村1组,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理通安四方街支行,102.328178,26.39652909,四川省会理市通安镇新街94、96、98、100号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理金带路支行,102.3188747,26.42265742,四川省凉山彝族自治州会理市古城街道南郊社区新桥组正黄金域香江10幢1楼3号、4号、5号、6号、7号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理顺城东路支行,102.2420916,26.65495438,四川省会理市顺城东路618号、620号、622号、624号、626号、628号、630号、632号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
会理黎溪工业园区支行,101.9881492,26.31947715,四川省凉山彝族自治州会理市黎溪镇新光社区6组146号,四川省,凉山彝族自治州,会理市,金融保险服务;银行;中国农业银行
内江高新支行,105.097847,29.59809726,内江市东兴区汉安大道东二段171号,四川省,内江市,东兴区,金融保险服务;银行;中国农业银行
冕宁中央街支行,102.1689965,28.54676104,四川省冕宁县中央街2号,四川省,凉山彝族自治州,冕宁县,金融保险服务;银行;中国农业银行
冕宁县支行营业室,102.1590302,28.54553267,四川省冕宁县人民路164号,四川省,凉山彝族自治州,冕宁县,金融保险服务;银行;中国农业银行
冕宁泸沽支行,102.1866325,28.28376395,四川省冕宁县泸沽镇交通南路109号,四川省,凉山彝族自治州,冕宁县,金融保险服务;银行;中国农业银行
冕宁漫水湾支行,102.1608441,28.20136212,四川省冕宁县漫水湾镇航天中路79号,四川省,凉山彝族自治州,冕宁县,金融保险服务;银行;中国农业银行
华蓥双河支行,106.7719514,30.3753483,华蓥市滨河西路237号、239号、241号、243号、245号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
华蓥市支行营业室,106.7675656,30.36188197,华蓥市明光路409号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
华蓥庆华支行,106.6653296,30.20217184,四川省华蓥市庆华镇马路街158号1层1-7号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
华蓥清溪路支行,106.7696249,30.37212883,华蓥市清溪路25号、27号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
华蓥溪口支行,106.6871652,30.1624165,华蓥市溪口镇溪华路70号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
华蓥高兴支行,106.721568,30.27295186,华蓥市高兴镇向阳街48号、50号、52号、54号,四川省,广安市,华蓥市,金融保险服务;银行;中国农业银行
南充江东支行,106.1243172,30.79782696,四川省南充市高坪区育才路38号、42号,四川省,南充市,高坪区,金融保险服务;银行;中国农业银行
南充火花路支行,106.05643,30.75818604,四川省南充市嘉陵区火花路89号,四川省,南充市,嘉陵区,金融保险服务;银行;中国农业银行
南充琴台西路支行,106.0939655,30.76501258,四川省南充市高坪区琴台西路22号、24号,四川省,南充市,高坪区,金融保险服务;银行;中国农业银行
南江县支行营业室,106.8232211,32.34013416,四川省巴中市南江县集州街道光雾山大道朝阳段广场左侧320、322、324号,四川省,巴中市,南江县,金融保险服务;银行;中国农业银行
南江正直支行,106.5923761,31.96589822,四川省巴中市南江县正直镇中街103号,四川省,巴中市,南江县,金融保险服务;银行;中国农业银行
南江红塔支行,106.8247755,32.33193877,四川省巴中市南江县集州街道红塔大道160号,四川省,巴中市,南江县,金融保险服务;银行;中国农业银行
南江红星支行,106.8364386,32.34704948,四川省巴中市南江县集州街道南门街76号,四川省,巴中市,南江县,金融保险服务;银行;中国农业银行
双流中和支行,104.0905332,30.55584931,四川省成都市高新区中和镇朝阳路324-332号.,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流塔桥支行,103.9183418,30.55958145,四川省成都市双流区东升街道长冶路一段126、128、130号，三强南路二段2、4号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流太平园支行,103.9345452,30.60224388,四川省成都市双流区西航港大道北段151号16栋1单元1楼1、2、3、4、5、6号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流广都支行,103.9189812,30.56513427,四川省成都市双流区东升街道陕西街106号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流彭镇支行,103.8806017,30.56710947,四川省成都市双流区彭镇双楠大道下段2138号、2142号、2144号、2146号、2148号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流文星支行,103.9866125,30.53887454,成都市双流区西航港街道长城路二段399号锦丽华庭417-421-425-429-431号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流机投支行,103.9943134,30.64529351,四川省成都市武侯区晋阳路184号金雁大厦,四川省,成都市,武侯区,金融保险服务;银行;中国农业银行
双流棠湖支行,103.9087077,30.58718145,四川省双流县东升镇街道白衣上街118号8幢一层1、2号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流蛟龙港支行,103.9040746,30.5996663,四川省成都市双流区九江街道蛟龙大道103号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
双流西航港支行,103.9929666,30.56652179,成都市双流区西航港街道黄河中路二段388号12栋1层102号、2层102号,四川省,成都市,双流区,金融保险服务;银行;中国农业银行
古蔺彰德支行,105.8068313,28.03433289,四川省古蔺县彰德街道胜蔺街270号,四川省,泸州市,古蔺县,金融保险服务;银行;中国农业银行
